name,label,n,q,mm,gamma1,sigma_min,sigma_max,Method,Draw,mse_loss_shannon,time
nonlinear-aitchison-2/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear Model 2(n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,inext,r1.81,3.3941685280125884,9.799000000002707
nonlinear-aitchison-2/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear Model 2(n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,inext,r1.82,3.712888135724593,9.538999999997031
nonlinear-aitchison-2/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear Model 2(n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,inext,r1.83,3.8786068726422105,11.019000000000233
nonlinear-aitchison-2/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear Model 2(n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,inext,r1.84,3.2395102564475353,9.180000000000291
nonlinear-aitchison-2/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear Model 2(n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,inext,r1.85,4.234672944357693,8.941999999999098
nonlinear-aitchison-2/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear Model 2(n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,inext,r1.86,3.7256658337896007,10.06300000000192
nonlinear-aitchison-2/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear Model 2(n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,inext,r1.87,3.9452590758740134,10.456999999998516
nonlinear-aitchison-2/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear Model 2(n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,inext,r1.88,3.597292003836762,10.343000000000757
nonlinear-aitchison-2/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear Model 2(n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,inext,r1.89,3.624807002219985,10.143000000000029
nonlinear-aitchison-2/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear Model 2(n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,inext,r1.90,3.7148326870117323,9.354999999999563
nonlinear-aitchison-2/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear Model 2(n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,inext,r1.91,4.013884689609313,9.129000000000815
nonlinear-aitchison-2/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear Model 2(n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,inext,r1.92,3.4858450948441466,8.933000000000902
nonlinear-aitchison-2/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear Model 2(n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,inext,r1.93,3.766448711931885,10.584999999999127
nonlinear-aitchison-2/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear Model 2(n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,inext,r1.94,3.4771065414517897,9.174999999999272
nonlinear-aitchison-2/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear Model 2(n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,inext,r1.95,4.091583373798879,8.867000000002008
nonlinear-aitchison-2/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear Model 2(n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,inext,r1.96,3.597601728000002,9.68999999999869
nonlinear-aitchison-2/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear Model 2(n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,inext,r1.97,3.9127050847587035,10.236000000000786
nonlinear-aitchison-2/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear Model 2(n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,inext,r1.98,3.913612275421845,9.903999999998632
nonlinear-aitchison-2/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear Model 2(n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,inext,r1.99,4.1587195552372105,8.184000000001106
nonlinear-aitchison-2/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear Model 2(n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,inext,r1.100,3.9691275533518526,10.131000000001222
nonlinear-aitchison-2/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear Model 2(n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,plug-in,r1.1,3.862100542164444,0.020000000000436557
nonlinear-aitchison-2/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear Model 2(n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,plug-in,r1.2,4.710641258655525,0.02600000000165892
nonlinear-aitchison-2/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear Model 2(n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,plug-in,r1.3,3.660697122967631,0.020000000000436557
nonlinear-aitchison-2/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear Model 2(n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,plug-in,r1.4,3.2446085024594002,0.01900000000023283
nonlinear-aitchison-2/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear Model 2(n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,plug-in,r1.5,3.6675009092371798,0.01900000000023283
nonlinear-aitchison-2/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear Model 2(n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,plug-in,r1.6,3.1699513113957756,0.01900000000023283
nonlinear-aitchison-2/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear Model 2(n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,plug-in,r1.7,4.20209435410619,0.018999999996594852
nonlinear-aitchison-2/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear Model 2(n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,plug-in,r1.8,3.6863506841067277,0.01900000000023283
nonlinear-aitchison-2/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear Model 2(n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,plug-in,r1.9,3.8519502474091634,0.020000000000436557
nonlinear-aitchison-2/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear Model 2(n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,plug-in,r1.10,4.2139771978372185,0.01900000000023283
nonlinear-aitchison-2/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear Model 2(n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,plug-in,r1.11,3.6773905152487023,0.01900000000023283
nonlinear-aitchison-2/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear Model 2(n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,plug-in,r1.12,3.855763168510641,0.01900000000023283
nonlinear-aitchison-2/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear Model 2(n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,plug-in,r1.13,3.234475129130132,0.01900000000023283
nonlinear-aitchison-2/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear Model 2(n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,plug-in,r1.14,3.6414172908399025,0.01900000000023283
nonlinear-aitchison-2/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear Model 2(n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,plug-in,r1.15,4.159239523227986,0.027999999998428393
nonlinear-aitchison-2/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear Model 2(n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,plug-in,r1.16,4.034990907044208,0.01900000000023283
nonlinear-aitchison-2/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear Model 2(n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,plug-in,r1.17,4.071050734340404,0.01900000000023283
nonlinear-aitchison-2/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear Model 2(n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,plug-in,r1.18,2.7925734120997645,0.01900000000023283
nonlinear-aitchison-2/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear Model 2(n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,plug-in,r1.19,3.5979452103558422,0.01900000000023283
nonlinear-aitchison-2/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear Model 2(n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,plug-in,r1.20,3.424389372129179,0.01900000000023283
nonlinear-aitchison-2/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear Model 2(n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,plug-in,r1.21,4.592148224721526,0.01900000000023283
nonlinear-aitchison-2/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear Model 2(n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,plug-in,r1.22,4.227123655903906,0.01900000000023283
nonlinear-aitchison-2/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear Model 2(n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,plug-in,r1.23,3.319536556131535,0.01900000000023283
nonlinear-aitchison-2/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear Model 2(n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,plug-in,r1.24,3.0964049529461026,0.01900000000023283
nonlinear-aitchison-2/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear Model 2(n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,plug-in,r1.25,3.98356557830614,0.01900000000023283
nonlinear-aitchison-2/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear Model 2(n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,plug-in,r1.26,3.8534373995644025,0.01900000000023283
nonlinear-aitchison-2/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear Model 2(n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,plug-in,r1.27,3.8402457220146706,0.01900000000023283
nonlinear-aitchison-2/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear Model 2(n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,plug-in,r1.28,3.722241120278081,0.01900000000023283
nonlinear-aitchison-2/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear Model 2(n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,plug-in,r1.29,3.832463666992564,0.01900000000023283
nonlinear-aitchison-2/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear Model 2(n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,plug-in,r1.30,3.7874146641085225,0.018999999996594852
nonlinear-aitchison-2/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear Model 2(n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,plug-in,r1.31,4.053956349878787,0.01900000000023283
nonlinear-aitchison-2/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear Model 2(n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,plug-in,r1.32,3.302899084603689,0.01900000000023283
nonlinear-aitchison-2/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear Model 2(n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,plug-in,r1.33,4.410060411106882,0.01900000000023283
nonlinear-aitchison-2/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear Model 2(n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,plug-in,r1.34,3.689794195670086,0.01900000000023283
nonlinear-aitchison-2/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear Model 2(n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,plug-in,r1.35,3.7000024368965403,0.01900000000023283
nonlinear-aitchison-2/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear Model 2(n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,plug-in,r1.36,3.3575331965809996,0.01900000000023283
nonlinear-aitchison-2/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear Model 2(n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,plug-in,r1.37,3.3476223579306854,0.01900000000023283
nonlinear-aitchison-2/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear Model 2(n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,plug-in,r1.38,4.678511715003854,0.01900000000023283
nonlinear-aitchison-2/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear Model 2(n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,plug-in,r1.39,3.826113969374806,0.020000000000436557
nonlinear-aitchison-2/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear Model 2(n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,plug-in,r1.40,4.148982118017197,0.01900000000023283
nonlinear-aitchison-2/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear Model 2(n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,plug-in,r1.41,2.9685582376496176,0.01900000000023283
nonlinear-aitchison-2/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear Model 2(n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,plug-in,r1.42,3.8626249627949014,0.029999999998835847
nonlinear-aitchison-2/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear Model 2(n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,plug-in,r1.43,2.8312364806161736,0.021000000000640284
nonlinear-aitchison-2/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear Model 2(n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,plug-in,r1.44,3.884639974705633,0.020000000000436557
nonlinear-aitchison-2/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear Model 2(n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,plug-in,r1.45,3.409285796914655,0.020999999997002305
nonlinear-aitchison-2/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear Model 2(n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,plug-in,r1.46,3.1623523442944332,0.021000000000640284
nonlinear-aitchison-2/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear Model 2(n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,plug-in,r1.47,4.133866089365856,0.01900000000023283
nonlinear-aitchison-2/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear Model 2(n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,plug-in,r1.48,3.609527189966461,0.020000000000436557
nonlinear-aitchison-2/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear Model 2(n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,plug-in,r1.49,3.496908476990857,0.01900000000023283
nonlinear-aitchison-2/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear Model 2(n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,plug-in,r1.50,4.073987359057088,0.020000000000436557
nonlinear-aitchison-2/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear Model 2(n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,plug-in,r1.51,3.7958969249928773,0.01900000000023283
nonlinear-aitchison-2/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear Model 2(n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,plug-in,r1.52,3.3519477592578597,0.01900000000023283
nonlinear-aitchison-2/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear Model 2(n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,plug-in,r1.53,3.394239668296699,0.020000000000436557
nonlinear-aitchison-2/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear Model 2(n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,plug-in,r1.54,3.4908370875412977,0.020000000000436557
nonlinear-aitchison-2/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear Model 2(n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,plug-in,r1.55,3.4131142848605833,0.01999999999679858
nonlinear-aitchison-2/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear Model 2(n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,plug-in,r1.56,3.2215355275097304,0.020000000000436557
nonlinear-aitchison-2/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear Model 2(n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,plug-in,r1.57,4.012464920140657,0.01900000000023283
nonlinear-aitchison-2/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear Model 2(n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,plug-in,r1.58,4.2771065845773295,0.020000000000436557
nonlinear-aitchison-2/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear Model 2(n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,plug-in,r1.59,3.816475629628933,0.01900000000023283
nonlinear-aitchison-2/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear Model 2(n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,plug-in,r1.60,4.165225198246702,0.020000000000436557
nonlinear-aitchison-2/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear Model 2(n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,plug-in,r1.61,3.920766107224776,0.020000000000436557
nonlinear-aitchison-2/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear Model 2(n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,plug-in,r1.62,3.295118612251846,0.01900000000023283
nonlinear-aitchison-2/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear Model 2(n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,plug-in,r1.63,3.9126935109668994,0.020000000000436557
nonlinear-aitchison-2/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear Model 2(n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,plug-in,r1.64,3.303350074271419,0.01900000000023283
nonlinear-aitchison-2/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear Model 2(n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,plug-in,r1.65,3.4814311791093986,0.01999999999679858
nonlinear-aitchison-2/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear Model 2(n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,plug-in,r1.66,3.9931337671420106,0.01900000000023283
nonlinear-aitchison-2/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear Model 2(n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,plug-in,r1.67,3.7995275019381918,0.020000000000436557
nonlinear-aitchison-2/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear Model 2(n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,plug-in,r1.68,4.170532644976063,0.0290000000022701
nonlinear-aitchison-2/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear Model 2(n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,plug-in,r1.69,4.397475533678714,0.01900000000023283
nonlinear-aitchison-2/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear Model 2(n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,plug-in,r1.70,3.9992391817763022,0.01900000000023283
nonlinear-aitchison-2/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear Model 2(n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,plug-in,r1.71,3.6844430158447947,0.01999999999679858
nonlinear-aitchison-2/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear Model 2(n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,plug-in,r1.72,3.9247960713215564,0.020000000000436557
nonlinear-aitchison-2/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear Model 2(n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,plug-in,r1.73,3.768539996008537,0.01900000000023283
nonlinear-aitchison-2/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear Model 2(n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,plug-in,r1.74,3.6326246704457743,0.01900000000023283
nonlinear-aitchison-2/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear Model 2(n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,plug-in,r1.75,4.352527417162855,0.01900000000023283
nonlinear-aitchison-2/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear Model 2(n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,plug-in,r1.76,2.700978474146939,0.020000000000436557
nonlinear-aitchison-2/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear Model 2(n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,plug-in,r1.77,3.481930282747087,0.01900000000023283
nonlinear-aitchison-2/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear Model 2(n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,plug-in,r1.78,3.257151777425532,0.020000000000436557
nonlinear-aitchison-2/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear Model 2(n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,plug-in,r1.79,3.3584601886792766,0.01900000000023283
nonlinear-aitchison-2/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear Model 2(n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,plug-in,r1.80,3.2273913810530157,0.020000000000436557
nonlinear-aitchison-2/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear Model 2(n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,plug-in,r1.81,3.394652779186963,0.01999999999679858
nonlinear-aitchison-2/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear Model 2(n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,plug-in,r1.82,3.713065171661814,0.020000000000436557
nonlinear-aitchison-2/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear Model 2(n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,plug-in,r1.83,3.8791540301321827,0.01900000000023283
nonlinear-aitchison-2/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear Model 2(n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,plug-in,r1.84,3.2399446462379484,0.020000000000436557
nonlinear-aitchison-2/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear Model 2(n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,plug-in,r1.85,4.234826853879494,0.020000000000436557
nonlinear-aitchison-2/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear Model 2(n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,plug-in,r1.86,3.725856962706877,0.01900000000023283
nonlinear-aitchison-2/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear Model 2(n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,plug-in,r1.87,3.9454952019608998,0.020000000000436557
nonlinear-aitchison-2/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear Model 2(n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,plug-in,r1.88,3.597629786849105,0.020000000000436557
nonlinear-aitchison-2/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear Model 2(n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,plug-in,r1.89,3.624893385763465,0.01900000000023283
nonlinear-aitchison-2/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear Model 2(n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,plug-in,r1.90,3.7152407917397317,0.020000000000436557
